Āfrika	Afrika
2001. gada NBA drafts	NBA-Draft 2001
Telšu rajona pašvaldība	Rajongemeinde Telšiai
Ginecejs	Gynoeceum
2 cm FlaK 30	2-cm-Flak 30
2003. gada Pasaules čempionāts šosejas riteņbraukšanā	UCI-Straßen-Weltmeisterschaften 2003
Dolni Kubīna	Dolný Kubín
Olimpiskais stadions	Olympiastadion
Miera baznīcas	Schlesische Friedenskirchen
Karaliskā dēka	Die Königin und der Leibarzt
Militārais identifikācijas žetons	Erkennungsmarke
Varenais no Oza zemes	Die fantastische Welt von Oz
Eduards VIII Vindzors	Eduard VIII.
World of Tanks	World of Tanks
Teherāna (ostāns)	Teheran (Provinz)
Kino	Kinematographie
Nepilnas pārvērtības kukaiņi	Hemimetabole Insekten
Pašu kapitāla atdeve	Eigenkapitalrentabilität
Golčevo	Golczewo
Šūmanis	Schumann (Familienname)
Cekulainie pingvīni	Schopfpinguine
Urugvajas futbola izlase 2010. gada Pasaules kausa finālturnīrā	Fußball-Weltmeisterschaft 2010/Uruguay
Muse singlu diskogrāfija	Muse/Diskografie
Sojuz TMA-9	Sojus TMA-9
Novovolinska	Nowowolynsk
Laņivcu rajons	Rajon Laniwzi
Bučačas rajons	Rajon Butschatsch
Borščivas rajons	Rajon Borschtschiw
Laņivci	Laniwzi
Bobrineca	Bobrynez
Husjatinas rajons	Rajon Husjatyn
Minskas traktoru rūpnīca	Minski Traktorny Sawod
Znamjanka	Snamjanka
Antons Buts	Anton Nikolajewitsch But
Krūškurvis	Thorax
Antons Škapļerovs	Anton Nikolajewitsch Schkaplerow
Baborova	Baborów
Spišska Stara Vesa	Spišská Stará Ves
Drīmpops	Dream Pop
TKS	TKS (Panzer)
Dons Čerijs	Don Cherry (Eishockeyspieler)
Malogošča	Małogoszcz
Blue Tattoo (dziesma)	Blue Tattoo (Lied)
Veragvasa	Provinz Veraguas
Arga leduskupols	Dome A
Gouda (siers)	Gouda (Käse)
Artemijs Panarins	Artemi Sergejewitsch Panarin
Pbv 302	Pansarbandvagn 302
Dinamika	Dynamik
Ribņikas apriņķis	Powiat Rybnicki
Boubīns	Boubín
Antons Belovs	Anton Sergejewitsch Below
2011. gada Spānijas Grand Prix	Großer Preis von Spanien 2011
Dumpīgo eņģeļu krišana	Der Sturz der rebellierenden Engel
Auseklis (zīme)	Auseklis
Baru	Volcán Barú
Meinards Solomons	Maynard Solomon
Mitišču arēna	Mytischtschi-Arena
Sibujanas jūra	Sibuyan-See
Slūžu kamera	Druckschleuse
Kaspars Petrovs	Kaspars Petrovs
Antons Hudobins	Anton Walerjewitsch Chudobin
Mokša	Mokscha
Dziesmotā revolūcija	Singende Revolution
2007. gada Eiropas čempionāts basketbolā sievietēm	Basketball-Europameisterschaft der Damen 2007
Kanādas Masters	Kanada Masters
Dzjaržinskas rajons	Rajon Dsjarschynsk
Rīgas aplenkums (1656)	Belagerung von Riga (1656)
Ābece	Fibel (Schulbuch)
Klaburčūsku apakšdzimta	Grubenottern
Strupvaboļu dzimta	Stutzkäfer
Hiršs	Hirsch
Ruandas prezidenti	Liste der Präsidenten von Ruanda
Xandros	Xandros
Riests	Brunft
Fils Simmss	Phil Simms
Antoņenko	Antonenko
Drūkšu ezers	Drūkšiai
Lielvārde	Lielvārde
Kauja pie Vorsklas	Schlacht an der Worskla
Superkauss XLI	Super Bowl XLI
Sempulno apriņķis	Powiat Sępoleński
Tuholas apriņķis	Powiat Tucholski
1998. gada Pasaules čempionāts šosejas riteņbraukšanā	UCI-Straßen-Weltmeisterschaften 1998
Alina Orlova	Alina Orlova
Sistēmdinamika	System Dynamics
2010.—2011. gada NHL sezona	NHL 2010/11
Olimpiskais muzejs	Olympisches Museum
Postpankroks	Post-Punk
Tadžikijas PSR ģerbonis	Wappen der Tadschikischen SSR
Vladimīrs Sobotka	Vladimír Sobotka
E3 Harelbeke	E3 Harelbeke
Tramvaju satiksme Daugavpilī	Straßenbahn Daugavpils
Topoļčanu apriņķis	Okres Topoľčany
Brugadas sindroms	Brugada-Syndrom
GSAT-5P	GSAT-5P
1984. gada NHL drafts	NHL Entry Draft 1984
Viroterapija	Virotherapie
Cupola (SKS)	Cupola
1990.—1991. gada NBA sezona	NBA 1990/91
Krievijas Superlīga basketbolā	Superleague Russland
Kortežs	Tupel
Durbes kauja	Schlacht an der Durbe
Jokelas skolas apšaude	Schulmassaker von Jokela
Japānas heraldika	Mon (Japan)
Sakne (matemātika)	Wurzel (Mathematik)
Tirdzniecība	Handel
EUTELSAT 70B	Eutelsat 70B
Hokejs 1972. gada Ziemas Olimpiskajās spēlēs	Olympische Winterspiele 1972/Eishockey
LADEE	Lunar Atmosphere and Dust Environment Explorer
Pelēkais zorro	Argentinischer Kampfuchs
Kriss Lī	Chris Lee (Eishockeyspieler)
Džordina Vībere	Jordyn Wieber
Sarnu rajons	Rajon Sarny
Cyrus	Kyros
M29 Weasel	M29 Weasel
Nilgiri cauna	Südindischer Buntmarder
Latvijas futbola Virslīga 2011	Virslīga 2011
2013. gada GP3 sezona	GP3-Serie 2013
Rāznas ezers	Rāzna-See
Explorer programma	Explorer-Programm
Sergejs Kosticins	Sjarhej Kaszizyn
Arnulfo Arjass	Arnulfo Arias
Mogilno apriņķis	Powiat Mogileński
Novi Dvora Gdaņska	Nowy Dwór Gdański
Eds Rīds	Edward Reed (Footballspieler)
Mikrorajons	Mikrorajon
Mihails Grabovskis	Michail Hrabouski
Peršotravenska	Perschotrawensk
Spišska Bela	Spišská Belá
Bābola	Babol
Keņdzežina-Kozle	Kędzierzyn-Koźle
Frēdriks Modins	Fredrik Modin
Stara Ļubovņa	Stará Ľubovňa
Žurominas apriņķis	Powiat Żuromiński
Mervalas rūnu akmens	Runenstein von Mervalla
Doņecas akmeņogļu baseins	Donezbecken
Kordiljeri	Kordilleren
Vilksa Zeme	Wilkesland
Karpača	Karpacz
Sergejs Zubovs	Sergei Alexandrowitsch Subow
Olimpiskie medaļnieki hokejā	Liste der Olympiasieger im Eishockey
Tomašovas apriņķis (Lodza)	Powiat Tomaszowski
The Long Road	The Long Road
Būkāna	Bukan
Džons Makloskijs	Erdbebenvorhersage
Elgina marmors	Elgin Marbles
Tekstilrūpniecība	Textilindustrie
Skempe	Skępe
Malborkas apriņķis	Powiat Malborski
Braņska	Brańsk
Dienvidrietumu reģions	Sud-Ouest (Kamerun)
Iracionāls skaitlis	Irrationale Zahl
Hey Jude	Hey Jude
Running Scared	Running Scared (Lied)
Dalmatika	Dalmatik
Pšasnišas apriņķis	Powiat Przasnyski
Rī ezers	Lough Ree
Komariči	Komaritschi
Bloņe	Błonie
Engel	Engel (Lied)
Aplikatūra	Fingersatz
1983. gada Tour de France	Tour de France 1983
Mi-2	Mil Mi-2
Antracita	Antrazyt
IKAROS	IKAROS
Kosmiskā aparāta virzīšana	Antriebsmethoden für die Raumfahrt
Radzimina	Radzymin
Sociālā mijiedarbība	Soziale Interaktion
Dorels Raits	Dorell Wright
Tizen	Tizen
Antropovs	Antropow
Veličkas apriņķis	Powiat Wielicki
Otas astes pingvīni	Langschwanzpinguine
Jānis Bērziņš (militārpersona)	Jan Karlowitsch Bersin
Meja Mūra	Maya Moore
Binokulārā redze	Binokularsehen
Naraganseti	Narraganset
Vēderprese	Sit-up
Anti Niemi	Antti Niemi (Eishockeyspieler)
Mindless Self Indulgence	Mindless Self Indulgence
Anti Pīlstrems	Antti Pihlström
Portugāles koloniālais karš	Portugiesischer Kolonialkrieg
Uzbekistānas aviolīnijas	Uzbekistan Airways
Jonišķu rajona pašvaldība	Rajongemeinde Joniškis
FV101 Scorpion	Scorpion (Panzer)
Vienkristālshēma	System-on-a-Chip
Hesco bastions	Schanzkorb
Āfrikas čempionāts basketbolā	Basketball-Afrikameisterschaft
Integrētā kopnes struktūra	Integrated Truss Structure
Austrālijas ģenerālgubernatori	Generalgouverneur von Australien
Sojuz TMA-15M	Sojus TMA-15M
Bergmans	Bergman
Marhaneca	Marhanez
Ostrolenkas apriņķis	Powiat Ostrołęcki
FIFA Pasaules kauss pludmales futbolā	Beachsoccer-Weltmeisterschaft
Dover	Dover (Begriffsklärung)
Salpu klase	Salpen
Nova Demba	Nowa Dęba
Mehiko katedrāle	Kathedrale von Mexiko-Stadt
Ātrslidošana 1924. gada Ziemas Olimpiskajās spēlēs	Olympische Winterspiele 1924/Eisschnelllauf
Lesko	Lesko
RE	RE
Bagraškels	Bosten-See
Koronovo	Koronowo
Vestfollas pakalni	Vestfoldberge
Vloščova	Włoszczowa
Pirates of the Sea	Pirates of the Sea
Forons	Phoron
Samteņi	Augenfalter
Visoke Tatri	Vysoké Tatry
Krasnijluča	Krasnyj Lutsch
Seržs Sargsjans	Sersch Sargsjan
1973. gada Tour de France	Tour de France 1973
Konīdijas	Konidie
Anvera	Anvers-Insel
Japānas futbola izlase 2010. gada Pasaules kausa finālturnīrā	Fußball-Weltmeisterschaft 2010/Japan
Radivojs Koračs	Radivoje Korać
Lietuvas basketbola līga	Lietuvos krepšinio lyga
Taizemes pilsētu uzskaitījums	Liste der Städte in Thailand
Makss Čiltons	Max Chilton
Kallaste	Kallaste
Indijas mangusts	Indischer Mungo
One Love	One Love (Album)
Luāra	Loire (Begriffsklärung)
Falabella	Falabella
Prjevidzas apriņķis	Okres Prievidza
Ležajska	Leżajsk
Bacillus anthracis	Bacillus anthracis
Farmācija	Pharmazie
1995. gada Tour de France	Tour de France 1995
2013. gads sportā	Sportjahr 2013
Sīvā bērzlape	Kirschroter Spei-Täubling
Kaišadore	Kaišiadorys
Fotoluminiscence	Photolumineszenz-Spektroskopie
Anestezioloģija	Anästhesiologie
Vēršantilopju apakšdzimta	Kuhantilopen
Racjonža	Raciąż
Anšlavs Eglītis	Anšlavs Eglītis
Efektivitāte (ekonomika)	Wirtschaftlichkeit
Voznesenska	Wosnessensk
HC Pardubice	HC Pardubice
Moņku apriņķis	Powiat Moniecki
Neste Oil	Neste Oil
Krīts (nozīmju atdalīšana)	Kreide
Apache licence	Apache-Lizenz
Olšina	Olszyna
Pērkons (mitoloģija)	Pērkons
Rina	Ryn
Hirosimas prefektūra	Präfektur Hiroshima
Apalačikola	Apalachicola River
Likerta skala	Likert-Skala
Arukila	Aruküla (Raasiku)
Ape	Ape (Lettland)
2013. gada Eiropas čempionāts basketbolā	Basketball-Europameisterschaft 2013
Šķidrais skābeklis	Flüssigsauerstoff
Aperta sindroms	Apert-Syndrom
Purva bērzlape	Apfel-Täubling
Greiema Zeme	Grahamland
Apikāls līdzskanis	Apikal (Linguistik)
Melnais akmeņtārtiņš	Schwarzkopf-Steinwälzer
2013. gada Eiropas čempionāts basketbolā sievietēm	Basketball-Europameisterschaft der Damen 2013
Adēra rags	Kap Adare
Staru izsekošana	Raytracing
Ziemeļīrijas Futbola asociācija	Irish Football Association
Aleksandrs Barkovs	Aleksander Barkov
Aleksandrs Grīns	Aleksandrs Grīns
Aleksandrs Čaks	Aleksandrs Čaks
Klāni	Röhricht
Aleksandrs Koroļuks	Alexander Iwanowitsch Koroljuk
Mobilā lietotne	Mobile App
Deisms	Deismus
Glicīns	Glycin
Gruzijas—Krievijas bruņotais konflikts 2008. gadā	Kaukasuskrieg 2008
Nomierināšanas politika	Appeasement-Politik
Tundželi ils	Tunceli (Provinz)
Aleksandrs Popovs	Alexander Popow
Teisms	Theismus
Aleksandrs Lazušins	Alexander Walerjewitsch Lasuschin
Zosu apakšdzimta	Gänse
Pūķis Baisulis	Slawischer Drache
Kauja pie Omuļiem	Gefecht bei Hummelshof
Aleksandra Kosteņuka	Alexandra Konstantinowna Kostenjuk
Videos 1995—2012	Videos 1995–2012
Aleksejs Tereščenko	Alexei Wladimirowitsch Tereschtschenko
Varņi	Varniai
Pseidovektors	Pseudovektor
Irbes šaurums	Irbenstraße
Ponta	Pontos (Region)
Aleksandrs Pētersons	Alexander Petersson
Augutis	Pflanzenläuse
Džrū Holidejs	Jrue Holiday
Demjens Lilārds	Damian Lillard
Aleksiāņu kongregācija	Alexianer
Alfa magnētiskais spektrometrs	Alpha-Magnet-Spektrometer
Austrālijas regbija izlase	Australische Rugby-Union-Nationalmannschaft
Nacionālās basketbola asociācijas drafts	NBA Draft
Paškaitējums	Selbstverletzendes Verhalten
Volkswagen New Beetle	VW New Beetle
Oksirinkhosa	Oxyrhynchos
Attieksme	Einstellung (Psychologie)
Apšuciems (Engures pagasts)	Apšuciems
Asterisk	Asterisk (Telefonanlage)
Tērauda vīrs	Man of Steel (Film)
Klasteru analīze	Clusteranalyse
Ares V	Ares V
Psihodēliskais transs	Psytrance
Opel Kadett	Opel Kadett/Astra
Dzīvo miroņu nakts	Die Nacht der lebenden Toten
Segžokleņi	Sackkiefler
Gutācija	Guttation
DH	Diffie-Hellman-Schlüsselaustausch
Pērļainā mušmire	Perlpilz
Atlasa ciedrs	Atlas-Zeder
2006. gada Eiropas čempionāts vieglatlētikā	Leichtathletik-Europameisterschaften 2006
Austrālijas Nacionālā bibliotēka	National Library of Australia
Zoločiva	Solotschiw
Arabata strēle	Arabat-Nehrung
Zeltactiņas	Florfliegen
Ragbi	Rugby (Warwickshire)
Uvulārs līdzskanis	Uvular
Mercury-Redstone 3	Mercury-Redstone 3
Uzputenis	Mousse
Vostok (kosmosa kuģis)	Wostok (Raumschiff)
Nacionālais vēstures piemineklis	National Historic Landmark
Arabsat 5C	Arabsat 5C
Transformeri	Transformer
Staipekņu ģints	Bärlappe
Monoklīnā singonija	Monoklines Kristallsystem
ER diagrammas	Entity-Relationship-Modell
Termogrāfija	Thermografie
Sniegbaltīte un mednieks	Snow White and the Huntsman
Miles Away	Miles Away
Tīklenes atslāņošanās	Netzhautablösung
Pedele (upe)	Pedeli (Fluss)
Fotometrija	Photometrie
Krabjēdājronis	Krabbenfresser
2012. gada Austrālijas atklātais čempionāts tenisā	Australian Open 2012
Araukāņu valodas	Araukanische Sprachen
Hiperoni	Hyperon
2014. gada FIFA Pasaules kausa kvalifikācija — CONCACAF zona	Fußball-Weltmeisterschaft 2014/Qualifikation (CONCACAF)
Froma ezers	Lake Frome
Dienvidsudānas futbola izlase	Südsudanesische Fußballnationalmannschaft
Darba bite	Arbeiterin (Bienen)
Citādie	Die Bestimmung (Roman)
Mordviešu valodas	Mordwinische Sprachen
Gravis	Gravis (Typografie)
Grafikas dizainers	Grafiker
Hoverla	Howerla
Prāta Vētra	Brainstorm (Popband)
Āzijas vēsture	Geschichte Asiens
Garumzīme	Makron
Jurģa nakts sacelšanās	Aufstand in der Georgsnacht
Daniels da Mota	Daniel da Mota
Kolona (Panama)	Colón (Stadt, Panama)
Unreal Tournament	Unreal Tournament
Japānas zebiekste	Japan-Wiesel
Autodesk	Autodesk
Ungārijas hokeja izlase	Ungarische Eishockeynationalmannschaft
Pēterburgas Mākslas akadēmja	Russische Kunstakademie
Simple Plan (albums)	Simple Plan (Album)
Ozorkova	Ozorków
Braslava	Braslau
STS-129	STS-129
Pucka	Puck (Polen)
Parastā bērzubeka	Gemeiner Birkenpilz
Degu ģints	Strauchratten
Ņisko apriņķis	Powiat Niżański
Darba aizsardzība	Arbeitsschutz
Darba valoda	Arbeitssprache
Dzīvnieku izcelsmes produkti	Tierisches Produkt
Godolfīna arābu zirgs	Godolphin Arabian
Borts	Breitseite
Stūršens	Storsjön
Arbeloss	Arbelos
2010. gada UCI pasaules rangs	UCI World Calendar 2010
SKS 38. ekspedīcija	ISS-Expedition 38
Ogre (upe)	Ogre (Fluss)
Leonīds Kučma	Leonid Kutschma
Vormsi	Vormsi
Latvijas Futbola federācija	Latvijas Futbola federācija
Bulgārijas Futbola savienība	Bulgarischer Fußballverband
Maķedonijas Futbola federācija	Fudbalska Federacija na Makedonija
COROT-7b	CoRoT-7 b
Senā Ķīna	Chinesisches Altertum
Intermediate eXperimental Vehicle	Intermediate Experimental Vehicle
Džons Maikls Grīns	John Green
Muztagata	Muztagata
Taktsmērs	Metrum (Musik)
Darvina zorro	Darwin-Fuchs
Nogaju orda	Nogaier-Horde
Vabsi	Estnischer Bund der Freiheitskämpfer
Numismātika	Numismatik
Normunds Miezis	Normunds Miezis
Drošības caurums	Sicherheitslücke (Software)
Teratoloģija	Teratologie
Vinohradivas rajons	Rajon Wynohradiw
Eiropas savvaļas ēzelis	Equus hydruntinus
Jūras pīļu apakšdzimta	Meerenten und Säger
Glogovas apriņķis	Powiat Głogowski
Džonatans Kviks	Jonathan Quick
Fedčenko šļūdonis	Fedtschenko-Gletscher
Austrālijas somaiņi	Australidelphia
Rumānijas Futbola federācija	Federația Română de Fotbal
Stearilspirts	1-Octadecanol
Celebration	Celebration (Album)
Ziemeļamerikas kakomiclijs	Nordamerikanisches Katzenfrett
Supermoto	Supermoto
Līlends Melvins	Leland Devon Melvin
Swan Song Records	Swan Song Records
Astēnija	Asthenie
Parastā žultsbeka	Gemeiner Gallenröhrling
Igauņu dziesmu svētki	Liederfest (Estland)
Žarnovicas apriņķis	Okres Žarnovica
Hormozgāna	Hormozgan
Ukraina (viesnīca)	Hotel Ukrajina
Juraja Dobrilas Pulas universitāte	Juraj Dobrila Universität Pula
VIA Technologies	VIA Technologies
2008.—2009. gada Baltkrievijas Ekstralīgas sezona	Extraliga (Weißrussland) 2008/09
Ford Consul Classic	Ford Consul Classic
Japāņu etiķete	Etikette in Japan
Komoru salas	Archipel der Komoren
Allods	Allod
SPAS-12	SPAS-12
Mars Observer	Mars Observer
Motorola Solutions	Motorola Solutions
Urla (subkultūra)	Gopnik (Subkultur)
2000. gada Pasaules čempionāts šosejas riteņbraukšanā	UCI-Straßen-Weltmeisterschaften 2000
Cilvēkpērtiķi un cilvēks	Menschenaffen
Zilās aras	Blauaras
UCI WorldTour	UCI WorldTour
Lietuvas bruņotie spēki	Litauische Streitkräfte
Boleslavecas apriņķis	Powiat Bolesławiecki
Dzeržoņovas apriņķis	Powiat Dzierżoniowski
Guras apriņķis	Powiat Górowski
Kežmarokas apriņķis	Okres Kežmarok
Tukums	Tukums
Jeleņa Guras apriņķis	Powiat Jeleniogórski
Bistre	Bystré u Poličky
Vostok-3	Wostok 3
Javoras apriņķis	Powiat Jaworski
Uvulārs nazāls līdzskanis	Stimmhafter uvularer Nasal
Nejaukais es 2	Ich – Einfach unverbesserlich 2
Kamenna Guras apriņķis	Powiat Kamiennogórski
Klodzko apriņķis	Powiat Kłodzki
Fuksa dzegužpirkstīte	Fuchs’ Knabenkraut
Lauči	Blässhühner
Japānas sieviešu basketbola izlase	Japanische Basketballnationalmannschaft der Damen
ATSC	Advanced Television Systems Committee
Akorans	Arcoran (Gottheit)
Mīlestība (filma)	Liebe (2012)
Me Against the World	Me Against the World
2009. gada CONCACAF Zelta kauss	CONCACAF Gold Cup 2009
Laga	Log (Messgerät)
Seišelu futbola izlase	Seychellische Fußballnationalmannschaft
Arctovski	Arctowski-Station
Skujkoku ligzdu koksngrauzis	Schrotbock
Hranice	Hranice na Moravě
1934. gada Pasaules čempionāts šosejas riteņbraukšanā	UCI-Straßen-Weltmeisterschaften 1934
Krievu—turku karš (1735—1739)	Russisch-Österreichischer Türkenkrieg (1736–1739)
Krāslava	Krāslava
TM-XML	TM-XML
United Airlines reiss 93	United-Airlines-Flug 93
Stenševa	Stęszew
Novosibirskas "Sibirj"	HK Sibir Nowosibirsk
Lielais Klusā okeāna atkritumu plankums	Plastikmüll in den Ozeanen
Atlantijas divīzija (NBA)	Atlantic Division (NBA)
Eiropas autoceļš E75	Europastraße 75
Jakubs Šindels	Jakub Šindel
Kartalas rajons	Kartal (Istanbul)
Žovti Vodi	Schowti Wody
Jekaterinburgas "Avtomobilist"	Awtomobilist Jekaterinburg
Oborņiki	Oborniki
Slupca	Słupca
Kīčīkčekmedžes rajons	Küçükçekmece
Mendzižeča	Międzyrzecz
Džona Rosa Robertsona kauss	J. Ross Robertson Cup
Ordžonikidze (pilsēta)	Ordschonikidse (Dnipropetrowsk)
1988. gada Tour de France	Tour de France 1988
Ezervaboļu dzimta	Uferfeuchtkäfer
Mūziķis	Musiker
Omid	Omid
Perejaslava-Hmeļnicka	Perejaslaw-Chmelnyzkyj
Dienvidaustrumu divīzija (NBA)	Southeast Division (NBA)
Ylvis	Ylvis
Hoščno	Choszczno
Raiens Keslers	Ryan Kesler
1985. gada NHL drafts	NHL Entry Draft 1985
Kartuzi	Kartuzy
Štuma	Sztum
Rotmistrs	Rittmeister
Blotsvens	Sven (Schweden)
Resursu rezervēšanas protokols	Resource Reservation Protocol
Misliboža	Myślibórz
Čluhova	Człuchów
Kempno	Kępno
Novomoskovska (Ukraina)	Nowomoskowsk (Ukraine)
MySQL Workbench	MySQL Workbench
Sineļnikove	Synelnykowe
MK	MK
Kalnu klasifikācija Giro d'Italia	Maglia Azzurra
Punktu klasifikācija Giro d'Italia	Maglia Rossa
ASIO	Audio Stream Input/Output
Viesīte	Viesīte
Arēna Rīga	Arena Riga
Arena 2000	Arena 2000
Arena Ugra	Arena Jugra
Magņitogorskas arēna	Arena Metallurg
Arena Zagreb	Arena Zagreb
2012. gada Giro d'Italia	Giro d’Italia 2012
Eiropas spēles	Europaspiele
Seši tēli meklē autoru	Sechs Personen suchen einen Autor
Jauno braucēju klasifikācija Giro d'Italia	Maglia Bianca
Izraēlas Futbola asociācija	Israel Football Association
Oma (Irtišas pieteka)	Om (Fluss)
Jāšana 2008. gada Vasaras Olimpiskajās spēlēs	Olympische Sommerspiele 2008/Reiten
Ostšešova	Ostrzeszów
1995. gada FIFA Pasaules kauss sievietēm	Fußball-Weltmeisterschaft der Frauen 1995
The Immaculate Collection	The Immaculate Collection
Peltsamā	Põltsamaa (Stadt)
Slokas	Eigentliche Schnepfen
Marvel Cinematic Universe	Marvel Cinematic Universe
Jimmy Eat World	Jimmy Eat World
Ares I-X	Ares I-X
Santomes un Prinsipi futbola izlase	Fußballnationalmannschaft von São Tomé und Príncipe
Paģēģi	Pagėgiai
Postkrosings	Postcrossing
Kipras pilsētu uzskaitījums	Liste der Städte auf Zypern
Bendžamins Elvins Drū	Benjamin Alvin Drew
Nobela Miera prēmijas laureāti	Liste der Friedensnobelpreisträger
2008. gada ASV atklātais čempionāts tenisā — Vīriešu dubultspēles	US Open 2008/Herrendoppel
1992. gada Vasaras Olimpisko spēļu medaļu tabula	Medaillenspiegel der Olympischen Sommerspiele 1992
Jablonovo Pomorske	Jabłonowo Pomorskie
Alpu vārna	Alpenkrähe
Mazovija	Masowien
STS-130	STS-130
Jaroslavas apriņķis	Powiat Jarosławski
Skaržisko-Kamenna	Skarżysko-Kamienna
Prusice	Prusice
Jūrasūdrs	Küstenotter
Motivācija	Motivation
LogMeIn Hamachi	LogMeIn Hamachi
Albānijas bunkuri	Bunker in Albanien
Hēla (valstība)	Helheim
NBA sezonas labākais debitants	NBA Rookie of the Year Award
Mijiedarbojošās galaktikas	Wechselwirkende Galaxien
2001. gada Tour de France	Tour de France 2001
Nāves triumfs	Der Triumph des Todes (Bruegel)
Peldēšanās mašīna	Badekarre
Panamas līcis	Golf von Panamá
Vongroveca	Wągrowiec
Etixx-Quick Step	Etixx-Quick Step
1950. gada Pasaules čempionāts basketbolā	Basketball-Weltmeisterschaft 1950
Is There Anybody Out There? The Wall Live 1980-81	Is There Anybody Out There? The Wall Live 1980–81
Jevgeņijs Timkins	Jewgeni Leonidowitsch Timkin
Martins Karija	Martin Kariya
ING Group	ING Groep
Tēterova	Teterow
1971. gada Eiropas čempionāts basketbolā	Basketball-Europameisterschaft 1971
Voldemārs Veiss	Voldemārs Veiss
Esenes pilsētas vadītāju uzskaitījums	Liste der Stadtoberhäupter von Essen
Hermanis no Vartberges	Hermann von Wartberge
Vācijas futbola izlase 2010. gada Pasaules kausa finālturnīrā	Fußball-Weltmeisterschaft 2010/Deutschland
Folkvins	Volkwin von Naumburg zu Winterstätten
Krēpelīne	Kröpelin
Korporācija Masovia	Corps Masovia Königsberg zu Potsdam
Tomāšs Peperle	Tomáš Pöpperle
Legņicas apriņķis	Powiat Legnicki
Šenberga (Mēklenburga-Priekšpomerānija)	Schönberg (Mecklenburg)
Dzelzsdivīzija	Eiserne Division
Hokejs 2006. gada Ziemas Olimpiskajās spēlēs	Olympische Winterspiele 2006/Eishockey
Baltazars fon Kampenhauzens (1772—1823)	Balthasar (III.) Freiherr von Campenhausen
Jenss Grands	Jens Grand
Reprise Records	Reprise Records
Bauskas pils	Schloss Bauska
Manitobas ezers	Manitobasee
SU-76	SU-76
Cediņas kauja	Schlacht bei Zehden
Laiviņcepure	Schiffchen (Uniform)
Klasiskais Koipera joslas objekts	Cubewano
Argentīnas salas	Argentinische Inseln
Eds Viesturs	Ed Viesturs
