આફ્રિકા	Afrika
ઢાંચો:The Anti-Vandalism Barnstar	Wikipedia:WikiProjekt Vandalismusbekämpfung/Orden
ઢાંચો:Conservation status	Vorlage:Erhaltungszustand
શ્રેણી:ભારત રત્ન પુરસ્કારના વિજેતા	Kategorie:Träger des Bharat Ratna
ઢાંચો:Str right	Vorlage:Str right
ઢાંચો:User hi-2	Vorlage:User hi-2
ઢાંચો:ભાષા-બં	Vorlage:BnS
શ્રેણી:ઉત્તરાખંડ	Kategorie:Uttarakhand
શ્રેણી:બિહાર	Kategorie:Bihar
શ્રેણી:ઓરિસ્સાના મુખ્યમંત્રીઓ	Kategorie:Chief Minister (Odisha)
શ્રેણી:દમણ અને દીવ	Kategorie:Daman und Diu
શ્રેણી:આસામના જિલ્લાઓ	Kategorie:Distrikt in Assam
શ્રેણી:નેપાળના જિલ્લાઓ	Kategorie:Distrikt in Nepal
શ્રેણી:રાજસ્થાનના જિલ્લાઓ	Kategorie:Distrikt in Rajasthan
શ્રેણી:તમિલનાડુના જિલ્લાઓ	Kategorie:Distrikt in Tamil Nadu
શ્રેણી:પશ્ચિમ બંગાળના જિલ્લાઓ	Kategorie:Distrikt in Westbengalen
ઢાંચો:Infobox Weapon	Vorlage:Infobox Handfeuerwaffe
ઢાંચો:Lang-am	Vorlage:AmS
ઢાંચો:Lang-zh	Vorlage:ZhS
ઢાંચો:IAST	Vorlage:IAST
ઢાંચો:Lang-mr	Vorlage:MrS
શ્રેણી:ભારતીય ક્રિકેટ ખેલાડી	Kategorie:Cricketspieler (Indien)
ઢાંચો:Listen	Vorlage:Bild mit Audio
કેળ	Bananen
ઢાંચો:Image label begin	Vorlage:Image label begin
શ્રેણી:ગુજરાતનાં શહેરો અને નગરો	Kategorie:Ort in Gujarat
શ્રેણી:અર્થશાસ્ત્રમાં નોબેલ મેળવનારા	Kategorie:Träger des Wirtschaftsnobelpreises
તિરુપતિ બાલાજી	Tirumala Tirupati
ઢાંચો:MedalBottom	Vorlage:MedalBottom
ટાટા ઈન્ડિગો	Tata Indigo
ઢાંચો:MedalGold	Vorlage:MedalGold
ઢાંચો:MedalBronze	Vorlage:MedalBronze
ઢાંચો:MedalSilver	Vorlage:MedalSilver
ઢાંચો:R-phrase	Vorlage:R-Sätze
ઢાંચો:માહિતીચોકઠું માર્ગ	Vorlage:Infobox hochrangige Straße
ઢાંચો:ભારતના રાષ્ટ્રીય ઉદ્યાનો	Vorlage:Navigationsleiste Nationalparks in Indien
ઢાંચો:MedalCountry	Vorlage:MedalCountry
ઢાંચો:Infobox file format	Vorlage:Infobox Dateiformat
ઢાંચો:User UK	Benutzer:Vorlage/aus Großbritannien
ઢાંચો:સભ્ય સાઉથ આફ્રિકા	Benutzer:Vorlage/aus Südafrika
અનંતનાગ	Anantnag
Module:Citation/CS1/Whitelist	Modul:Citation/CS1/Whitelist
ઢાંચો:Weather box/colpastel	Vorlage:Weather box/colpastel
ઢાંચો:Infobox windmill	Vorlage:Infobox Mühle
પૂર્વાધિકાર	Zurückbehaltungsrecht
વીર્ય સ્ખલન	Samenerguss
ગૌરીગંજ	Gauriganj
વિશેષ:તાજાફેરફારો	Spezial:Letzte Änderungen
Module:HtmlBuilder	Modul:HtmlBuilder
Module:String	Modul:Str
અપભ્રંશ	Apabhramsha
