Αφρική	Afrika
Τραχεία πεύκη	Kalabrische Kiefer
Σλιμ Γκάγιαρντ	Slim Gaillard
Εθνικός ύμνος της Ζιμπάμπουε	Blessed be the Land of Zimbabwe
Αγγλικό πρωτάθλημα ποδοσφαίρου ανδρών 1998-99	Premier League 1998/99
Γεγονότα Ιουλίου 2012	Juli 2012
Οσίν της Αρμενίας	Oschin von Armenien
Γεγονότα Ιανουαρίου 2012	Januar 2012
Ιωάννης της Βρεττάνης	John of Brittany, Earl of Richmond
Διμερές διάγραμμα φάσεων	Eutektikum
Ιάκωβος Α΄ του Μαρς	Jacques I. de Bourbon, comte de La Marche
Οι Υπέροχοι Άμπερσον	Der Glanz des Hauses Amberson
O Arise, All You Sons	O Arise All You Sons of This Land
STS-129	STS-129
Μπουνιοντκόρ ΠΦΚ	Bunyodkor Taschkent
Ακέραια περιοχή	Integritätsring
Καθρέφτη, Καθρεφτάκι Μου (ταινία)	Spieglein Spieglein – Die wirklich wahre Geschichte von Schneewittchen
Εργατικό δίκαιο	Arbeitsrecht
Ιατρική της εργασίας	Arbeitsschutz
Μυθολογία Ίνκα	Mythologie der Inka
Unisonic (album)	Unisonic (Album)
Χερσόνησος Σιρετόκο	Shiretoko-Halbinsel
Ουρά προτεραιότητας (δομή δεδομένων)	Vorrangwarteschlange
STS-92	STS-92
Μπλάου-Βιτ Άμστερνταμ	Blauw Wit Amsterdam
Κύπελλο ΟΥΕΦΑ 2002-2003	UEFA-Pokal 2002/03
Γουλιέλμος Σαμπλίτης	Wilhelm I. von Champlitte
Δρέπανος του Αρχιμήδη	Arbelos
Πατρίδα	Heimat
Μελανόμορφη αγγειογραφία	Schwarzfigurige Vasenmalerei
Medieval II: Total War	Medieval 2: Total War
Λεονίντ Κούτσμα	Leonid Kutschma
Σημαία των Αζορών	Flagge der Azoren
Ρικάρδο Μοντανέρ	Ricardo Montaner
Ανατόλι Κονκόφ	Anatoli Konkow
Διήρης	Bireme
No Need to Argue	No Need to Argue
Σημαία της Αφρικανικής Ένωσης	Flagge der Afrikanischen Union
Βραβεία Γκράμι του 2013	Grammy Awards 2013
Βόρμσι	Vormsi
Ετεροφωνία	Heterophonie
Πριγκιπάτο του Σβάρτσμπουργκ-Ζόντερχαουζεν	Schwarzburg-Sondershausen
Επαμεινώνδας Δεληγεώργης	Epaminondas Deligiorgis
ΣΚ Καμπομαϊορένσε	SC Campomaiorense
Λετονική Ποδοσφαιρική Ομοσπονδία	Latvijas Futbola federācija
Μεσσιανισμός	Messianismus
Μπούκασπορ	Bucaspor
Όκλαντ Σίτι ΦΚ	Auckland City FC
Καμουλόντουνουμ	Camulodunum
Σαιντ Ανς Μπέυ	Saint Ann’s Bay
Δημοτικός Αερολιμένας Σητείας	Flughafen Sitia
Μάχη της Ραφίας	Schlacht bei Raphia
Αροάνια	Aroania
Ten Years After	Ten Years After
Αριάν	Ariane – Liebe am Nachmittag
Άμυνα Όουεν	Owen-Verteidigung
Κεραμεικός	Kerameikos
Περιφερειακή Ενότητα Νήσων Αττικής	Inseln (Regionalbezirk Attikas)
Νικήτας Στηθάτος	Niketas Stethatos
Τα Κακά Κορίτσια	Girls Club – Vorsicht bissig!
Πράσινοι (Τσεχία)	Strana zelených (Tschechien)
Γεγονότα Φεβρουαρίου 2013	Februar 2013
Νομισματολογία	Numismatik
Κορύβαντες	Korybanten
Νικηφόρος (περιοδικό)	Nikephoros (Zeitschrift)
Σολούς	Solunto
Λουδοβίκος του Δυρραχίου	Ludwig von Durazzo
Ντόρι Φανκ	Dory Funk Jr.
Σέρχιο Μορένο	Sergi Moreno
Άκιλ	Achill Island
Arcana	Arcana (Band)
Nokoreach	Nokoreach
Ελληνική Πολεμική Αεροπορία	Griechische Luftstreitkräfte
Πιέτρο Καρρέρα	Pietro Carrera
Γκουϊτζόου Ρενχέ ΦΚ	Guizhou Renhe F.C.
Ντιού	Diu
Motown 25: Yesterday, Today, Forever	Motown 25: Yesterday, Today, Forever
Το μυστικό της Σάρλοτ	Wiegenlied für eine Leiche
Πανεπιστήμιο Ράντμπουντ του Ναϊμέχεν	Radboud-Universität Nijmegen
Dollhouse	Dollhouse
Καστέλ Βόλκενσταϊν	Burg Wolkenstein (Südtirol)
Μάγισσες της νύχτας	Nachthexen
Smart Roadster	Smart Roadster
Βερολίνο, η Συμφωνία μιας Μεγαλούπολης	Berlin – Die Sinfonie der Großstadt
Επάνω Αρχάνες	Archanes
Δήμος Αρχαγγέλου	Archangelos (Rhodos)
Αρχαία Ολυμπία Ηλείας	Archea Olymbia
Κοινοβούλιο της Γαλλίας	Französisches Parlament
Αρχέλαος ο Λακεδαιμόνιος	Archelaos (Sparta)
Πατριαρχείο Ιεροσολύμων	Griechisches Patriarchat von Jerusalem
Κέρματα ευρώ του Μονακό	Monegassische Euromünzen
Celebration	Celebration (Album)
Coraline: Το Σπίτι στην Ομίχλη	Coraline (Film)
Ο Πόλεμος των Άστρων: Ο Πόλεμος των Κλώνων (τηλεοπτική σειρά του 2008)	Star Wars: The Clone Wars (Fernsehserie)
Λευκοί Ιππότες του Κου Κλουξ Κλαν	White Knights of the Ku Klux Klan
Επταπύργιο (Κωνσταντινούπολη)	Yedikule
Καρυές Αγίου Όρους	Karyes
Κρις Χίροου	Chris Hero
Test for Echo	Test for Echo
Ψηφιακή διατήρηση	Elektronische Archivierung
Βιοτεχνία Ελληνικών Τρίκυκλων	Biotechnia Ellinikon Trikyklon
Ποταμόχοιρος	Buschschweine
Αρχίας ο Κορίνθιος	Archias (Oikist)
Πάνδροσος	Pandrosos
Κλουμπ Λεόν	Club León
Βαλεντινίτης	Valentinit
Ποδοσφαιρική Ένωση Κεντρικής Αμερικής	Unión Centroamericana de Fútbol
Type O Negative	Type O Negative
Σιδηροτροχιά	Schiene (Schienenverkehr)
Dream Evil	Dream Evil (Album)
ΦΚ Λουγκάνο	FC Lugano
Rush (άλμπουμ)	Rush (Album)
Τούρνος	Turnus (Mythologie)
Αγία Μαρία, Τζαμάικα	Saint Mary Parish
Άτρωτος	Fearless (Film)
Τεθλασμένη	Polygonzug (Mathematik)
Ερυθρόμορφος ρυθμός	Rotfigurige Vasenmalerei
Αρχιδιάκονος	Archidiakonat
EGEE	Enabling Grids for E-sciencE
Άσπενδος	Aspendos
TOP500	TOP500
Πανεπιστήμιο της Πούλα	Juraj Dobrila Universität Pula
Κυριακούλης Π. Μαυρομιχάλης	Kyriakoulis Mavromichalis
Το ανοίκειο	Unheimlich
Ιταλική Γερουσία	Senato della Repubblica
Farman MF.7	Farman M.F.7
Nashid as-Salaam as-Sultani	Ya Rabbana Ahfiz Lana Dschalalat as-Sultan
Archigram	Archigram
Τσαρλς Λέιν	Charles Lane (Schauspieler, 1905)
Φιλική Εταιρεία	Filiki Eteria
Χαρικλώ	Chariklo
Κόμμα των Φινλανδών	Perussuomalaiset
Σιγκέρου Ουμεμπαγιάσι	Shigeru Umebayashi
Ύπατος Εκπρόσωπος της Ένωσης για θέματα Εξωτερικής Πολιτικής και Πολιτικής Ασφαλείας	Hoher Vertreter der EU für Außen- und Sicherheitspolitik
Ψυχοπομπός	Psychopompos
Θερμιδομετρία	Kalorimetrie
Αρχηγός κυβερνήσεως της Ανδόρρας	Regierungschef von Andorra
Προεδρική εκλογή των Ηνωμένων Πολιτειών 1936	Präsidentschaftswahl in den Vereinigten Staaten 1936
Διονυσιακά	Dionysiaka
Όλιμπ	Olib
Αξίωμα Ευδόξου-Αρχιμήδη	Archimedisches Axiom
Λευκαντί	Lefkandi
Το Στιγματισμένο Ρόδο	Die tätowierte Rose (Film)
Κενέμα	Kenema
ΓΝ Εστορίλ Πράια	GD Estoril Praia
Επαρχία Θράκης	Thrakien (Provinz)
Ντάμιεν Σάντοου	Damien Sandow
Αγγλικό πρωτάθλημα ποδοσφαίρου ανδρών 1890-1891	Football League 1890/91
Ανθρωπίδες	Menschenaffen
Σνότρα	Snotra
Softphone	Softphone
Ευρωπαϊκό Λαϊκό Κόμμα (Ομάδα Ευρωπαϊκού Κοινοβουλίου)	Fraktion der Europäischen Volkspartei (Christdemokraten)
Συγκρότημα εκτοξεύσεων 20	Cape Canaveral AFS Launch Complex 20
Η Συμμορία των Δεκατριών	Ocean’s 13
Λύνγκμπυ ΒΚ	Lyngby BK
ΟΕ Σαν Ζουλιά	UE Sant Julià
Πρίγκηπας Βαλδουίνος του Βελγίου	Baudouin von Belgien
Αρχειονόμος	Archivar
Νέαιρα	Neaira
Archive	Archive
Get Behind Me Satan	Get Behind Me Satan
Κβάντωση	Quantisierung (Physik)
Γκούνις: Το Κυνήγι της Μεγάλης Περιπέτειας	Die Goonies
Τόνος (ήχος)	Sekunde (Musik)
Άρχων της Πέλλας	Archon (Satrap)
Ρέυ	Ray (Persien)
Ιβάν (ισλαμική αρχιτεκτονική)	Iwan (Architektur)
Smoke on the Water	Smoke on the Water
Ασμόλειο Μουσείο	Ashmolean Museum
Αραχίδα	Erdnüsse
Αλέξανδρος της Ιουδαίας	Alexander (Sohn des Aristobulos)
Σαμπίρ	Lingua franca
Γλα	Gla
Ο θάνατος του Μαρά (Ζακ-Λουί Νταβίντ)	Der Tod des Marat
Τήμενος	Temenos (Mythologie)
Αρχαιολογικό Μουσείο Δελφών	Archäologisches Museum Delphi
Περίπλους	Periplus
Αρχαιολογικό Μουσείο Ηρακλείου	Archäologisches Museum Iraklio
Γαλλικό πρωτάθλημα ποδοσφαίρου ανδρών 2011-12	Ligue 1 2011/12
Βραβεία Independent Spirit του 2007	Independent Spirit Awards 2008
Αρχαιολογικό Μουσείο Πάτρας	Archäologisches Museum Patras
Αρχαιολογικό Μουσείο Ολυμπίας	Archäologisches Museum Olympia
Αρχαιολογικό Μουσείο Πειραιά	Archäologisches Museum Piräus
Αρχαιολογικό Μουσείο Θηβών	Archäologisches Museum Theben
Γένος	Genus (Begriffsklärung)
Βρέχει Κεφτέδες	Wolkig mit Aussicht auf Fleischbällchen
Nintendo DSi	Nintendo DSi
Αρχαιόγναθα	Felsenspringer
Ας Περιμένει ο Παράδεισος	Der Himmel soll warten
Εθνικό Αρχαιολογικό Μουσείο	Archäologisches Nationalmuseum (Athen)
Κώδικας Λυόκο	Code Lyoko
Φιλήμων και Βαυκίς	Philemon und Baucis
Εγώ, ο Απαισιότατος 2	Ich – Einfach unverbesserlich 2
Εθνικό Αρχαιολογικό Μουσείο της Νάπολης	Archäologisches Nationalmuseum Neapel
Βαλκανικός γλωσσικός δεσμός	Balkansprachbund
Κόμπρα (ταινία)	Die City-Cobra
Αλέξιος Κομνηνός	Alexios Komnenos
Σωσιγένης ο Περιπατητικός	Sosigenes der Peripatetiker
ΝΝ Γκόριτσα	ND Gorica
Μάχη της Αμφίπολης	Schlacht von Amphipolis
Μοντέγκο Μπέυ	Montego Bay
Εθνική Ιαπωνίας (καλαθοσφαίριση γυναικών)	Japanische Basketballnationalmannschaft der Damen
Διεθνές Αεροδρόμιο του Μπαχρέιν	Flughafen Bahrain
Βραβεία Γκράμι του 2002	Grammy Awards 2002
Εμανουέλ Μποτζολέ	Emmanuel Bodjollé
Επαγγελματική ασθένεια	Berufskrankheit
Αγάπη (ταινία 2012)	Liebe (2012)
Εθνική Αγίας Λουκίας (ποδόσφαιρο ανδρών)	Lucianische Fußballnationalmannschaft
Δε θα τα Πάρεις Μαζί σου	Lebenskünstler (Film)
Wanna Be Startin' Somethin'	Wanna Be Startin’ Somethin’
Καλιμάν Ασέν Β΄	Kaliman II. Assen
Αστεροσκοπείο του Χάρβαρντ	Harvard-College-Observatorium
Νηλέας	Neleus (Sohn des Poseidon)
Χρυσό Κύπελλο CONCACAF 2009	CONCACAF Gold Cup 2009
Βραβεία Γκράμι του 1973	Grammy Awards 1973
Οι καμπάνες της Αγίας Μαρίας	Die Glocken von St. Marien
Πλάνη των πολλών ερωτημάτων	Fangfrage
Εθνική Σεϋχελλών (ποδόσφαιρο ανδρών)	Seychellische Fußballnationalmannschaft
Χυμοπαθολογία	Temperamentenlehre
Σαν Λουίτζι ντέι Φραντσέζι	San Luigi dei Francesi
Στρόμσγκοντσετ ΙΦ	Strømsgodset Toppfotball
Ρακί	Rakı
Άρντα Μαντικιάν	Arda Mandikian
Σεντ Λόρενς (νησί)	Sankt-Lorenz-Insel
Mother's Milk	Mother’s Milk
Encore (άλμπουμ του Eminem)	Encore (Album)
SN Brussels Airlines	SN Brussels Airlines
Καθεδρικός Ναός της Κρακοβίας	Wawel-Kathedrale
Επανάσταση του Τέξας	Texanischer Unabhängigkeitskrieg
Ρωσοτουρκικός πόλεμος (1735-1739)	Russisch-Österreichischer Türkenkrieg (1736–1739)
TM-XML	TM-XML
Ιδιοπαθής θρομβοπενική πορφύρα	Idiopathische thrombozytopenische Purpura
Παραστατική γεωμετρία	Darstellende Geometrie
Χολοκυστεκτομή	Cholezystektomie
Ευρωπαϊκή Οδός 75	Europastraße 75
Σολιάνι	Soljani
ΚΦ Βραΐλα	CF Brăila
Διεθνές Δικαστήριο για το Δίκαιο της Θάλασσας	Internationaler Seegerichtshof
Αρχαία Πύδνα	Pydna (Makedonien)
Σιδηρόδρομος της Βαγδάτης	Bagdadbahn
Σολομόν Αρούχ	Salamo Arouch
Τυπολατρία (θεολογία)	Werkgerechtigkeit
Πέρος Μπάνιος	Peros Banhos
Πεδίο Απολιθωμάτων Μέσσελ	Grube Messel
Yello	Yello
Νατζβάιλερ-Στρούτχοφ	KZ Natzweiler-Struthof
Επαρχία Τοαμασίνα	Toamasina (Provinz)
Τσουμέμπ	Tsumeb
Ηφαιστειακό Σύμπλεγμα των Πιτόν	Pitons
Zazel	Der Duft der Liebe
Ιστορία του Πελοποννησιακού Πολέμου	Der Peloponnesische Krieg
ΦφΦ Νοϊμύνστερ	VfR Neumünster
ΣΒ Σαντχάουζεν	SV Sandhausen
Τένις Μπορούσια Βερολίνου	Tennis Borussia Berlin
Rolls-Royce Nene	Rolls-Royce Nene
Μουσικός	Musiker
ΒΚ Χάκεν	BK Häcken
Δήμος Γεωργιουπόλεως	Georgioupoli
Υπουργικό Συμβούλιο των Ηνωμένων Πολιτειών	Kabinett der Vereinigten Staaten
Πάουλι Έλεφσεν	Pauli Ellefsen
Super Mario Sunshine	Super Mario Sunshine
Στάντιο Φρίουλι	Stadio Friuli
Ανεμολόγιο	Windrose (Begriffsklärung)
Ναρκοθέτις	Minenleger
Άρδυς Α΄ της Λυδίας	Ardys II.
Αλκαϊκό μέτρο	Alkäische Strophe
Αλιάκμονας	Aliakmonas
Τ' Όνομά μου Είναι Σαμ	Ich bin Sam
Are You Experienced?	Are You Experienced
Τεμπελοχώρα	LazyTown
Αμφιβολία (ταινία)	Glaubensfrage
Sabayon Linux	Sabayon Linux
Δήμος Κρουσώνα	Krousonas
Επιχείρηση κορν φλέικς	Operation Cornflakes
ΦΚ Μυλούζ	FC Mulhouse
Θάνατοι το 1960	Nekrolog 1960
MK	MK
Τηλεφωνικό σεξ	Telefonsex
Αρχιτεκτονική Χάρβαρντ	Harvard-Architektur
Το Όγδοο Θαύμα	Die größte Schau der Welt
Φινέας (γιος του Αγήνορα)	Phineus (Sohn des Agenor)
Οθωμανική οχιά	Kleinasiatische Bergotter
Προσωπικότητα	Persönlichkeit
Ρόδη	Rhode (Gemahlin des Helios)
Γεωδαιτικός σταθμός	Tachymeter (Geodäsie)
Ανοσολογική ανεπάρκεια	Immundefekt
Μπαμπούλες Πανεπιστημίου	Die Monster Uni
Άννα Δαλασσηνή	Anna Dalassene
Γκεντσλερμπιρλιγκί Σπορ Κουλουμπού	Gençlerbirliği Ankara
Αρένα Παντανάλ	Arena Pantanal
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1980-81	Europapokal der Landesmeister 1980/81
Πρέντραγκ Ντρόμπνιακ	Predrag Drobnjak
Αρένα Αμαζόνια	Arena da Amazônia
Ιμπραΐμ Σισσοκό	Ibrahim Sissoko (Fußballspieler, 1991)
Σύνδεσμος Γιουγκοσλαβικής Δημοκρατικής Πρωτοβουλίας	Udruženje za jugoslovensku demokratsku inicijativu
Αρενάλ	Arenal
Seventh Son of a Seventh Son	Seventh Son of a Seventh Son
Αρένα Κλουμπ Γκέτσο	Arenas Club de Getxo
Έξι πρόσωπα ζητούν συγγραφέα	Sechs Personen suchen einen Autor
Ελαφηβολιών	Elaphebolion
Μάρτιν Βούτσιτς	Martin Vučić
1957 Ανγκαρά	(1957) Angara
Time (Pink Floyd song)	Time (Lied)
Hawker Hunter	Hawker Hunter
Αρήνη	Arene
Woolworths	F. W. Woolworth Company
Κολοράντο Ράπιντς	Colorado Rapids
Mercedes-Benz W116	Mercedes-Benz Baureihe 116
Συγκρότημα εκτοξεύσεων 16	Cape Canaveral AFS Launch Complex 16
Booba	Booba
Σαιντ Κρουά (Παρθένοι Νήσοι)	Saint Croix
Scary Movie 2	Scary Movie 2
Κάβος Κέρκυρας	Kavos
Σίμουν Σάμουελσεν	Símun Eiler Samuelsen
Σιναράδες Κέρκυρας	Sinarades
Το Χαμόγελο της Μόνα Λίζα	Mona Lisas Lächeln
Στάδιο Χίλσμπορο	Hillsborough Stadium
Fiat 500L	Fiat 500L
Ρουστέμ Πασάς	Rüstem Pascha
Beriev	Berijew
Αρεοπαγιτικά	Areopagitica
Επαρχία Λιμόν	Provinz Limón
Αρεόπολη Λακωνίας	Areopoli
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1975-76	Europapokal der Landesmeister 1975/76
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1981-82	Europapokal der Landesmeister 1981/82
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1968-69	Europapokal der Landesmeister 1968/69
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1982-83	Europapokal der Landesmeister 1982/83
Κύπελλο Πρωταθλητριών Ομάδων Ευρώπης 1978-79	Europapokal der Landesmeister 1978/79
