आफ्रिकाखण्डः	Afrika
राहुल द्रविड	Rahul Dravid
महेन्द्र सिंह धोनी	Mahendra Singh Dhoni
करुणानिधिः	M. Karunanidhi
विनायक दामोदर सावरकर	Vinayak Damodar Savarkar
एडवर्ड बालियोल	Edward Balliol
लवनीयम्	Netzannone
कार्तिकमासः	Kartik
कूर्मावतारः	Kurma
भारतस्य संविधानम्	Verfassung Indiens
चार्वाकदर्शनम्	Charvaka
गोमतीनदी	Gomti
कशेरुः	Wirbelsäule
लुईस नानी	Nani
मानवरहितविमानम्	Unbemanntes Luftfahrzeug
मुहम्मद इकबाल	Muhammad Iqbal
मुद्गः	Mungbohne
औरङ्गजेबः	Aurangzeb
आणन्दमण्डलम्	Anand (Distrikt)
नद्यावली विस्तारः च	Liste der längsten Flüsse der Erde
हुमायून्	Humayun
अन्दाज (चलच्चित्रम्)	Andaz (1949)
भारतस्य प्रधानमन्त्रिणः	Liste der Premierminister Indiens
शक्तिदेवी	Devi
२०१४ एशिया क्रीडाः	Asienspiele 2014
है हे नदी	Hai He
हृषीकेशः	Rishikesh
अ	Fast offener Zentralvokal
सन्तूर् (वाद्यम्)	Santur
मानसवन्यजन्तुधाम	Manas-Nationalpark
ज्	Stimmhafter alveolarer Frikativ
गुजरातविश्वविद्यालयः	Gujarat University
मणिपुरीनृत्यम्	Manipuri (Tanz)
एजिकील् फ्रैएर्स्	Ezekiel Fryers
दादा साहेब फाळके	Dhundiraj Govind Phalke
मडगांव	Margao
अकोलामण्डलम्	Akola (Distrikt)
गदग	Gadag-Betageri
अर्कसस्यम्	Kronenblume
आजमगढ-नगरम्	Azamgarh
किङ्ग्स् ११ पञ्जाबः	Kings XI Punjab
सबाधधावनम्	Hürdenlauf
झालावाड	Jhalawar
बृहदारण्यकोपनिषत्	Brihadaranyaka-Upanishad
कगायान	Cagayan (Fluss)
हुगलिमण्डलम्	Hugli (Distrikt)
प्राचीनगोवा	Velha Goa
बसप्प दानप्प जत्ति	B. D. Jatti
रघुवीरः	Raghu Vira
बि.के.एस्. अय्यङ्गार्	B. K. S. Iyengar
मुहम्मद हिदायतुल्लाह	Muhammad Hidayat Ullah
कपिलदेवः	Kapil Dev
दिङ्नागः	Dignaga
भरतपुरम्	Bharatpur (Indien)
अनुपम खेर	Anupam Kher
चित्तरञ्जन दास	Chittaranjan Das
सौरभ गाङ्गुली	Sourav Ganguly
लालूप्रसाद यादव	Lalu Prasad Yadav
झार्सुगुड मण्डलम्	Jharsuguda (Distrikt)
उशनाः	Shukra
उत्तरकन्नडमण्डलम्	Uttara Kannada
पाटण	Patan (Gujarat)
अलीराजपुरम्	Alirajpur (Staat)
वैश्विकहस्तक्षालनदिनम्	Internationaler Hände-Waschtag
उडुपीमण्डलम्	Udupi
बलियामण्डलम्	Ballia (Distrikt)
बदरीनाथः	Badrinath
अल्मोडा	Almora
एडवर्ड ८	Eduard VIII.
अरोविले	Auroville
बादामी	Badami
मैसूरुमण्डलम्	Mysore (Distrikt)
औरङ्गाबादमण्डलम्	Aurangabad (Distrikt, Maharashtra)
बुरहानपुरम्	Burhanpur
कुरुक्षेत्रम्	Kurukshetra
न्यायदर्शनम्	Nyaya
राजसमन्दमण्डलम्	Rajsamand (Distrikt)
सिन्धुलिपिः	Indus-Schrift
मण्डला	Mandla
सोनभद्रमण्डलम्	Sonbhadra
अनुस्वारः	Anusvara
कन्नौज	Kannauj
सेवफलरसः	Apfelsaft
भारतस्य राष्ट्रियग्रन्थालयः	Indische Nationalbibliothek
अङ्गुली	Finger
रसः	Rasa (Kunst)
भारतीयप्रौद्योगिकसंस्थानानि (IIT)	Indian Institute of Technology
दधि	Bruch (Käse)
कर्णवेधसंस्कारः	Karnavedha
अरावली	Aravalligebirge
गुरु हर राय	Har Rai
साबरमतीनदी	Sabarmati
दीव	Diu
जबलपुरमण्डलम्	Jabalpur (Distrikt)
तुवरी	Straucherbse
कारैकलमण्डलम्	Karaikal (Distrikt)
पाण्डीचेरीनगरम्	Puducherry
सर्वभारतीय-अण्णा द्राविड मुन्नेत्र कळगम् (ए आइ ए डि एम् के)	All India Anna Dravida Munnetra Kazhagam
शुङ्गवंशः	Shunga-Dynastie
वैशेषिकदर्शनम्	Vaisheshika
कूष्माण्डम्	Wachskürbis
रतलाम	Ratlam
श्रीरङ्गपट्टणम्	Shrirangapattana
स्थिरवलयलम्	Ringeturnen
बाबरी मस्जिद	Babri-Moschee
गान्धिजयन्ती	Gandhi Jayanti
वेष्ट्-इण्डीस्	Karibik
देहलीविश्वविद्यालयः	University of Delhi
केरळस्य सागरपूर्वजलप्रवासः	Backwaters
मसूरी	Masuri
रागीपानीयम्	Mehlsuppe
बून्दीमण्डलम्	Bundi (Distrikt)
श्रीकाकुलम्	Srikakulam
जोग जलपातः	Jog Falls
नौशाद अली	Naushad Ali
हेन्री ७	Heinrich VII. (England)
तेलङ्गाणाराज्यम्	Telangana
राष्ट्रपतिभवनम्	Rashtrapati Bhavan
श्रीमद्भागवतपुराणम्	Bhagavatapurana
पिप्पली	Langer Pfeffer
भरद्वाजमहर्षिः	Bharadvaja
शौचम्	Reinigung (Instandhaltung)
युग्मदण्डम्	Barren (Turngerät)
नान्देडमण्डलम्	Nanded (Distrikt)
मौण्ट् अबु	Mount Abu
महाचोळमन्दिराणि	Große Tempel der Chola-Dynastie
संसद्‍ (भारतम्)	Indisches Parlament
तापीनदी	Tapti
बस्ति, उत्तरप्रदेशः	Basti (Stadt)
आर्यसमाजः	Arya Samaj
इक्षुरसः	Guarapo
यु.आर्.अनन्तमूर्तिः	U. R. Ananthamurthy
अशोक सेन	Ashoke Sen
अष्टाङ्गयोगः	Ashtanga (Vinyasa) Yoga
अष्टाङ्गहृदयम्	Ashtanga Hridaya
काङ्ग्रामण्डलम्	Kangra (Distrikt)
बिम्बफलम्	Tindola
ऋग्वेदः	Rigveda
देवरियामण्डलम्	Deoria (Distrikt)
जयप्रकाश नारायण	Jayaprakash Narayan
केदैञै	Kėdainiai
गोपिनाथ बोर्डोलोयि	Gopinath Bordoloi
सायणः	Sayana
विनोद खोसला	Vinod Khosla
चन्द्रशेखर आजाद	Chandrashekhar Azad
केदारनाथः	Kedarnath
प्राचीनज्योतिषम्	Jyotisha
जीन् फ्रान्स्व फर्नेल्	Jean François Fernel
मोक्षगुण्डं विश्वेश्वरय्य	Mokshagundam Visvesvarayya
फलकम्:Cite book	Autor-Jahr-Zitierweise
डुङ्गरपुरम्	Dungarpur
काव्यविमर्शः	New Criticism
मृदङ्गः (वाद्यम्)	Mridangam
अश्वारोहक्रीडा	Buzkaschi
पुष्करनगरम्	Pushkar
भारतस्य सूर्यमन्दिराणि	Konark
बाङ्गलालिपिः	Bengalische Schrift
अन्ताराष्ट्रिय-साक्षरतादिनम्	Weltalphabetisierungstag
अशोकवृक्षः	Saraca asoca
अत्रिः	Atri (Hinduismus)
भीलवाडा	Bhilwara
भरुच	Bharuch
बेलूरु	Belur
हावेरीमण्डलम्	Haveri (Distrikt)
अलिगढमण्डलम्	Aligarh (Distrikt)
सिन्धुदुर्गमण्डलम्	Sindhudurg (Distrikt)
रमोन् मैग्सेसे-पुरस्कारः	Ramon-Magsaysay-Preis
बीकानेरमण्डलम्	Bikaner (Distrikt)
भारतीय प्रौद्यौगिकी संस्थानम् कानपुर्	Indian Institute of Technology Kanpur
वार्तकीरसः	Tomatensaft
अझमगढमण्डलम्	Azamgarh (Distrikt)
बि एम् डब्ल्यू सिक्स् सीरीज्	BMW 6er
बि एम् डब्ल्यू K1300R	BMW K 1300 R
बि एम् डब्ल्यू (i8)	BMW i8
बाबरः	Babur
भुज	Bhuj
बदांयू	Badaun
बहुजनसमाज-पक्षः	Bahujan Samaj Party
बालंगिर् मण्डलम्	Balangir (Distrikt)
बनासकाठामण्डलम्	Banaskantha (Distrikt)
बान्धवगढराष्ट्रियोद्यानम्	Bandhavgarh-Nationalpark
बेङ्गळूरुग्रामान्तरमण्डलम्	Bangalore Rural
बांसवाडामण्डलम्	Banswara (Distrikt)
बर्धमानमण्डलम्	Bardhaman (Distrikt)
बारागर् मण्डलम्	Bargarh (Distrikt)
बाडमेर	Barmer (Stadt)
बीडमण्डलम्	Beed (Distrikt)
बेळगावीमण्डलम्	Belgaum (Distrikt)
अतिथिसत्कारः	Gastfreundschaft
विकिरणीयप्रदूषणम्	Kontamination (Radioaktivität)
द्वारकाद्वीपः	Dvaraka
पट्टदकल्लु	Pattadakal
ब्राह्मणम्	Brahmanas
परशुरामः	Parashurama
संस्कृतसाहित्यशास्त्रम्	Poetik
तिरुपुर	Tiruppur
लाहौल्-स्पितीमण्डलम्	Lahaul und Spiti
प्राणायामः	Pranayama
कथाकेळिः	Kathakali
कन्नडलिपिः	Kannada-Schrift
स्मृतयः	Smriti
फैजाबाद्	Faizabad (Indien)
नारदः	Narada
माध्यमिकाः	Madhyamaka
कुन्ती	Kunti
चम्पानेर्-पावागढ़-पुरातत्त्वोद्यानम्	Champaner-Pavagadh
द्वितीयः चन्द्रगुप्तः	Chandragupta II.
समासः	Dvigu
योगाचाराः	Vijñānavāda
मीमांसा	Purva Mimamsa
महाशिवरात्रिः	Shivaratri
खण्डशर्करा	Kandis
दत्तात्रेयः	Dattatreya
वियुग्मदण्डम्	Stufenbarren
यथार्थरूपा भगवद्गीता	Bhagavad-gītā, wie sie ist
